model_id,experiment,inference_method,source,access,utterance,state,prob_0_1,bet_0_100,alpha_hat
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,1,0.7830175712902748,78.301757,1.4
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,2,0.15947842569352474,15.947843,1.4
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,3,0.03657141779893044,3.657142,1.4
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,1,1,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,1,2,0.5833333333333334,58.333333,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,1,3,0.4166666666666667,41.666667,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,1,1,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,1,2,0.4480708325089085,44.807083,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,1,3,0.5519291674910914,55.192917,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,0,0.014882299023661859,1.48823,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,1,0.7710988002369471,77.10988,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,2,0.19654228248285088,19.654228,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,3,0.017476618256540167,1.747662,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,2,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,2,1,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,2,2,1.0,100.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,2,2,3,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,2,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,2,1,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,2,2,0.04561261979881011,4.561262,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,2,2,3,0.95438738020119,95.438738,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,0,0.0056729989331855265,0.5673,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,1,0.5085157004970533,50.85157,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,2,0.4418643025185836,44.18643,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,3,0.04394699805117761,4.3947,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,1,1,0.5,50.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,1,2,0.25,25.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,1,3,0.25,25.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,1,1,0.0,0.0,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,1,2,0.08333333333333331,8.333333,0.1
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,1,3,0.9166666666666666,91.666667,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,0,0.02355965953647388,2.355966,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,1,0.93321927784778,93.321928,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,2,0.029592939129497123,2.959294,0.1
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,3,0.013628123486248941,1.362812,0.1
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,2,0,0.0,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,2,1,0.0,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,2,2,1.0,100.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,2,3,0.0,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,2,0,0.0,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,2,1,0.0,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,2,2,1.0,100.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,2,3,1.1000000000000015e-17,0.0,1.5
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,0,0.005137925653932138,0.513793,1.5
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,1,0.5054014318604675,50.540143,1.5
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,2,0.47557184902960753,47.557185,1.5
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,3,0.013888793455992908,1.388879,1.5
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,3,0,0.0,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,3,1,0.0,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,3,2,0.0,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,structured_output_agg,llm_bets,3,3,3,1.0,100.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,3,0,0.0,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,3,1,0.0,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,3,2,2.2835331195541632e-17,0.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,rsa_fit,rsa_predicted,3,3,3,1.0,100.0,1.3
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,0,0.022971875538979693,2.297188,1.3
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,1,0.5084520675055261,50.845207,1.3
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,2,0.01246026891626686,1.246027,1.3
Qwen--Qwen3.5-4B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,3,0.4561157880392274,45.611579,1.3
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,1,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,1,some,1,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,1,some,2,0.4166666666666667,41.666667,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,1,some,3,0.5833333333333334,58.333333,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,1,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,1,some,1,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,1,some,2,0.08318440292445166,8.31844,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,1,some,3,0.9168155970755484,91.68156,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,0,0.036341009653822774,3.634101,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,1,0.7141882429895862,71.418824,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,2,0.2001297190395225,20.012972,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,3,0.049341028317068714,4.934103,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,2,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,2,some,1,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,2,some,2,0.5,50.0,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,2,some,3,0.5,50.0,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,2,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,2,some,1,0.0,0.0,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,2,some,2,0.15382631529588295,15.382632,8.0
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,2,some,3,0.8461736847041171,84.617368,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,0,0.02873309672428734,2.87331,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,1,0.6348190573740774,63.481906,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,2,0.28776409632862276,28.77641,8.0
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,3,0.0486837495730125,4.868375,8.0
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,3,some,0,0.0,0.0,1.4
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,3,some,1,0.0,0.0,1.4
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,3,some,2,0.4166666666666667,41.666667,1.4
Qwen--Qwen3.5-4B,exps_some,structured_output_agg,llm_bets,3,some,3,0.5833333333333334,58.333333,1.4
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,3,some,0,0.0,0.0,1.4
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,3,some,1,0.0,0.0,1.4
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,3,some,2,0.15384615384615385,15.384615,1.4
Qwen--Qwen3.5-4B,exps_some,rsa_fit,rsa_predicted,3,some,3,0.8461538461538461,84.615385,1.4
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,0,0.0539562930794397,5.395629,1.4
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,1,0.6736301257651416,67.363013,1.4
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,2,0.16546915566762427,16.546916,1.4
Qwen--Qwen3.5-4B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,3,0.10694442548779441,10.694443,1.4
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,1,1,0,0.0,0.0,1.5
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,1,1,1,0.25,25.0,1.5
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,1,1,2,0.08333333333333333,8.333333,1.5
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,1,1,3,0.6666666666666666,66.666667,1.5
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,1,1,0,0.0,0.0,1.5
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,1,1,1,0.016666666666666666,1.666667,1.5
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,1,1,2,0.13333333333333333,13.333333,1.5
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,1,1,3,0.85,85.0,1.5
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,0,0.04807990299562274,4.80799,1.5
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,1,0.579766805610684,57.976681,1.5
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,2,0.17430399770433722,17.4304,1.5
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,1,1,3,0.1978492936893559,19.784929,1.5
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,1,1,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,1,2,0.5,50.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,1,3,0.5,50.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,1,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,1,1,0.11413818914943616,11.413819,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,1,2,0.5168755654331976,51.687557,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,1,3,0.36898624541736635,36.898625,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,0,0.041060450501024894,4.106045,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,1,0.4403639219246462,44.036392,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,2,0.40566760332360136,40.56676,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,1,3,0.11290802425072759,11.290802,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,2,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,2,1,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,2,2,1.0,100.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,2,2,3,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,2,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,2,1,0.0011833183785396261,0.118332,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,2,2,0.07609296523440283,7.609297,0.1
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,2,2,3,0.9227237163870575,92.272372,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,0,0.02330820863120468,2.330821,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,1,0.05200546181499787,5.200546,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,2,0.6116631545882932,61.166315,0.1
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,2,2,3,0.31302317496550425,31.302317,0.1
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,1,0,0.0,0.0,0.2
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,1,1,0.6666666666666666,66.666667,0.2
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,1,2,0.0,0.0,0.2
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,1,3,0.3333333333333333,33.333333,0.2
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,1,0,0.0,0.0,0.2
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,1,1,0.8097931652149921,80.979317,0.2
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,1,2,0.0257907572589841,2.579076,0.2
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,1,3,0.16441607752602366,16.441608,0.2
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,0,0.05280072358086827,5.280072,0.2
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,1,0.7447555367141937,74.475554,0.2
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,2,0.04954981057110827,4.954981,0.2
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,1,3,0.15289392913382974,15.289393,0.2
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,2,0,0.0,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,2,1,0.0,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,2,2,1.0,100.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,2,3,0.0,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,2,0,0.0,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,2,1,1.9811164905764e-18,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,2,2,1.0,100.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,2,3,1.0103694101939639e-16,0.0,1.4
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,0,0.01705393602199271,1.705394,1.4
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,1,0.01831937775250563,1.831938,1.4
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,2,0.7298389807326657,72.983898,1.4
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,2,3,0.23478770549283587,23.478771,1.4
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,3,0,0.0,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,3,1,0.0,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,3,2,0.0,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,structured_output_agg,llm_bets,3,3,3,1.0,100.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,3,0,0.0,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,3,1,4.925267512763881e-18,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,3,2,3.940214010211105e-17,0.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,rsa_fit,rsa_predicted,3,3,3,1.0,100.0,1.3
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,0,0.02911441479220536,2.911441,1.3
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,1,0.1711623741938277,17.116237,1.3
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,2,0.01636042264380203,1.636042,1.3
Qwen--Qwen3.5-9B,exps_numerical,ftp_logprobs_agg,logprobs_posterior,3,3,3,0.7833627883701649,78.336279,1.3
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,1,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,1,some,1,0.0,0.0,8.0
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,1,some,2,0.3333333333333333,33.333333,8.0
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,1,some,3,0.6666666666666666,66.666667,8.0
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,1,some,0,0.0,0.0,8.0
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,1,some,1,0.00013140624663799804,0.013141,8.0
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,1,some,2,0.13534689712197265,13.53469,8.0
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,1,some,3,0.8645216966313893,86.45217,8.0
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,0,0.06209214261260032,6.209214,8.0
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,1,0.357507846298067,35.750785,8.0
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,2,0.3437391664076588,34.373917,8.0
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,1,some,3,0.23666084468167395,23.666084,8.0
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,2,some,0,0.0,0.0,7.8
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,2,some,1,0.0,0.0,7.8
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,2,some,2,0.6666666666666666,66.666667,7.8
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,2,some,3,0.3333333333333333,33.333333,7.8
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,2,some,0,0.0,0.0,7.8
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,2,some,1,0.02886103464816366,2.886103,7.8
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,2,some,2,0.231880269764646,23.188027,7.8
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,2,some,3,0.7392586955871904,73.92587,7.8
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,0,0.05559528461823898,5.559528,7.8
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,1,0.18476300612172084,18.476301,7.8
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,2,0.5108132636167417,51.081326,7.8
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,2,some,3,0.24882844564329845,24.882845,7.8
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,3,some,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,3,some,1,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,3,some,2,0.16666666666666666,16.666667,0.1
Qwen--Qwen3.5-9B,exps_some,structured_output_agg,llm_bets,3,some,3,0.8333333333333334,83.333333,0.1
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,3,some,0,0.0,0.0,0.1
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,3,some,1,0.027144701230853392,2.71447,0.1
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,3,some,2,0.21715760984682714,21.715761,0.1
Qwen--Qwen3.5-9B,exps_some,rsa_fit,rsa_predicted,3,some,3,0.7556976889223196,75.569769,0.1
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,0,0.061254162680751206,6.125416,0.1
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,1,0.20461449005572196,20.461449,0.1
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,2,0.1943693765306254,19.436938,0.1
Qwen--Qwen3.5-9B,exps_some,ftp_logprobs_agg,logprobs_posterior,3,some,3,0.5397619707329014,53.976197,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,1,1,0,0.0,0.0,1.5
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,1,1,1,0.2833333333333333,28.333333,1.5
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,1,1,2,0.46666666666666673,46.666667,1.5
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,1,1,3,0.25000000000000006,25.0,1.5
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,1,1,0,0.007900677200902937,0.790068,1.5
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,1,1,1,0.05756207674943566,5.756208,1.5
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,1,1,2,0.21501128668171557,21.501129,1.5
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,1,1,3,0.7195259593679458,71.952596,1.5
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,1,0,0.0,0.0,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,1,1,0.2416666666666667,24.166667,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,1,2,0.5166666666666667,51.666667,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,1,3,0.24166666666666667,24.166667,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,1,0,0.038229879024921545,3.822988,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,1,1,0.24618058726104625,24.618059,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,1,2,0.5205274587608638,52.052746,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,1,3,0.19506207495316838,19.506207,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,2,0,0.0,0.0,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,2,1,0.0,0.0,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,2,2,0.5583333333333333,55.833333,0.1
gemini-3.1-flash-lite-preview,exps_numerical,structured_output_agg,llm_bets,2,2,3,0.44166666666666665,44.166667,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,2,0,0.010527005916020068,1.052701,0.1
gemini-3.1-flash-lite-preview,exps_numerical,rsa_fit,rsa_predicted,2,2,1,0.004454150349576695,0.445415,0.1
